Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node5 read 8192k 128 1120034 136 870809.915625 10485760 9362
bench-node5 read 4096k 1 159732 38 25631.266980 9588736 60030
bench-node5 read 4096k 2 299225 73 27254.574609 10485760 35043
bench-node5 read 4096k 4 496649 121 32424.551953 10485760 21113
bench-node5 read 4096k 8 635269 155 49275.221094 10485760 16506
bench-node5 read 4096k 16 751936 183 80047.366797 10485760 13945
bench-node5 read 4096k 32 1060345 258 116912.599609 10485760 9889
bench-node5 read 4096k 64 1094889 267 224297.375391 10485760 9577
bench-node5 read 4096k 128 1119197 273 438124.832031 10485760 9369
bench-node5 read 2048k 1 134483 65 15219.963198 8069120 60001
bench-node5 read 2048k 2 309414 151 13181.900195 10485760 33889
bench-node5 read 2048k 4 453536 221 17222.793750 10485760 23120
bench-node5 read 2048k 8 597990 291 26617.815820 10485760 17535
bench-node5 read 2048k 16 943642 460 33501.270703 10485760 11112
bench-node5 read 2048k 32 1056499 515 60200.065039 10485760 9925
bench-node5 read 2048k 64 1054693 514 118072.411523 10485760 9942
bench-node5 read 2048k 128 1114913 544 220281.368945 10485760 9405
bench-node5 read 1024k 1 113280 110 9030.852064 6797312 60004
bench-node5 read 1024k 2 204173 199 10007.704980 10485760 51357
bench-node5 read 1024k 4 319142 311 12088.580957 10485760 32856
bench-node5 read 1024k 8 577377 563 13225.873730 10485760 18161
bench-node5 read 1024k 16 955074 932 15674.430469 10485760 10979
bench-node5 read 1024k 32 979153 956 30794.688086 10485760 10709
bench-node5 read 1024k 64 1023400 999 60992.713574 10485760 10246
bench-node5 read 1024k 128 1005249 981 123094.715332 10485760 10431
bench-node5 read 512k 1 78290 152 6531.237384 4697600 60002
bench-node5 read 512k 2 160697 313 6363.629374 9642496 60004
bench-node5 read 512k 4 292514 571 6883.216992 10485760 35847
bench-node5 read 512k 8 522459 1020 7560.715381 10485760 20070
bench-node5 read 512k 16 996366 1946 8016.630029 10485760 10524
bench-node5 read 512k 32 1100867 2150 14617.863818 10485760 9525
bench-node5 read 512k 64 1114794 2177 28691.916357 10485760 9406
bench-node5 read 512k 128 1143235 2232 55772.713525 10485760 9172
bench-node5 read 256k 1 61097 238 4181.469660 3666176 60005
bench-node5 read 256k 2 117123 457 4363.057371 7027968 60005
bench-node5 read 256k 4 238562 931 4257.082422 10485760 43954
bench-node5 read 256k 8 405952 1585 4983.074438 10485760 25830
bench-node5 read 256k 16 688810 2690 5784.482935 10485760 15223
bench-node5 read 256k 32 789887 3085 10253.924121 10485760 13275
bench-node5 read 256k 64 803629 3139 20037.883545 10485760 13048
bench-node5 read 256k 128 826431 3228 39319.834351 10485760 12688
bench-node5 read 128k 1 39591 309 3224.283351 2375680 60005
bench-node5 read 128k 2 66092 516 3864.872700 3965696 60002
bench-node5 read 128k 4 131129 1024 3894.646145 7877760 60076
bench-node5 read 128k 8 221639 1731 4390.602014 10485760 47310
bench-node5 read 128k 16 466282 3642 3975.801550 10485760 22488
bench-node5 read 128k 32 718498 5613 5426.039502 10485760 14594
bench-node5 read 128k 64 824157 6438 9618.893384 10485760 12723
bench-node5 read 128k 128 860052 6719 18697.031628 10485760 12192
bench-node5 read 64k 1 22700 354 2810.959026 1362048 60002
bench-node5 read 64k 2 42192 659 3023.144292 2535744 60099
bench-node5 read 64k 4 84304 1317 3027.331252 5063744 60065
bench-node5 read 64k 8 165669 2588 3081.971192 9948288 60049
bench-node5 read 64k 16 341211 5331 2771.905139 10485760 30731
bench-node5 read 64k 32 478692 7479 3934.636102 10485760 21905
bench-node5 read 64k 64 555625 8681 7151.837549 10485760 18872
bench-node5 read 64k 128 560526 8758 14257.333936 10485760 18707
bench-node5 read 32k 1 11057 345 2885.477550 663520 60006
bench-node5 read 32k 2 20718 647 3081.201833 1243168 60002
bench-node5 read 32k 4 36076 1127 3536.844106 2170496 60164
bench-node5 read 32k 8 65478 2046 3897.004718 3940672 60183
bench-node5 read 32k 16 133951 4185 3810.785513 8053152 60120
bench-node5 read 32k 32 285746 8929 3380.946619 10485760 36696
bench-node5 read 32k 64 333495 10421 5968.169565 10485760 31442
bench-node5 read 32k 128 332480 10390 12089.123096 10485760 31538
bench-node5 read 16k 1 5149 321 3098.959969 308960 60002
bench-node5 read 16k 2 12417 776 2569.277567 745104 60002
bench-node5 read 16k 4 23978 1498 2657.641009 1442352 60152
bench-node5 read 16k 8 48416 3026 2633.495182 2910832 60121
bench-node5 read 16k 16 117752 7359 2170.952542 7065488 60003
bench-node5 read 16k 32 173516 10844 2883.608213 10434240 60134
bench-node5 read 16k 64 182736 11421 5410.923860 10485760 57382
bench-node5 read 16k 128 182364 11397 11072.153226 10485760 57499
bench-node5 read 4k 1 1449 362 2751.460332 86972 60002
bench-node5 read 4k 2 3304 826 2413.281976 198272 60002
bench-node5 read 4k 4 6768 1692 2357.306576 406124 60003
bench-node5 read 4k 8 14061 3515 2270.724409 843744 60004
bench-node5 read 4k 16 18422 4605 3462.756686 1108904 60193
bench-node5 read 4k 32 23236 5809 5485.982551 1400396 60268
bench-node5 read 4k 64 41163 10290 6202.246319 2478952 60222
bench-node5 read 4k 128 49158 12289 10341.392095 2972648 60471
bench-node5 read 2k 1 290 145 6877.103397 17428 60002
bench-node5 read 2k 2 1960 980 2033.662653 117612 60002
bench-node5 read 2k 4 2258 1129 3530.708133 135740 60097
bench-node5 read 2k 8 6073 3036 2628.680329 364462 60004
bench-node5 read 2k 16 13623 6811 2340.743834 819344 60141
bench-node5 read 2k 32 20964 10482 3044.531675 1260450 60122
bench-node5 read 2k 64 23376 11688 5457.392644 1407030 60190
bench-node5 read 2k 128 22401 11200 11410.191213 1345840 60079
bench-node5 read 1k 1 409 409 2432.438090 24584 60002
bench-node5 read 1k 2 1159 1159 1717.555983 69601 60001
bench-node5 read 1k 4 1677 1677 2378.093446 100646 60003
bench-node5 read 1k 8 3133 3133 2546.555605 188141 60036
bench-node5 read 1k 16 5808 5808 2751.504575 348507 60004
bench-node5 read 1k 32 8598 8598 3710.823976 517163 60149
bench-node5 read 1k 64 10188 10188 6262.296539 612999 60168
bench-node5 read 1k 128 10689 10689 11966.090703 641669 60030
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node6 read 8192k 1 242182 29 33810.747656 10485760 43297
bench-node6 read 8192k 2 274978 33 59080.926563 10485760 38133
bench-node6 read 8192k 4 458013 55 69704.220312 10485760 22894
bench-node6 read 8192k 8 786274 95 74328.208594 10485760 13336
bench-node6 read 8192k 16 915387 111 133331.889844 10485760 11455
bench-node6 read 8192k 32 841081 102 277255.819531 10485760 12467
bench-node6 read 8192k 64 985596 120 476041.425781 10485760 10639
bench-node6 read 8192k 128 1053421 128 911843.496094 10485760 9954
bench-node6 read 4096k 1 156049 38 26237.015727 9375744 60082
bench-node6 read 4096k 2 270126 65 29940.178516 10485760 38818
bench-node6 read 4096k 4 567012 138 28406.079297 10485760 18493
bench-node6 read 4096k 8 753883 184 41178.812891 10485760 13909
bench-node6 read 4096k 16 842094 205 72074.240625 10485760 12452
bench-node6 read 4096k 32 917068 223 138045.257031 10485760 11434
bench-node6 read 4096k 64 1053315 257 227973.832422 10485760 9955
bench-node6 read 4096k 128 1077341 263 445997.987891 10485760 9733
bench-node6 read 2048k 1 134738 65 15191.163880 8085504 60009
bench-node6 read 2048k 2 282772 138 14369.235352 10485760 37082
bench-node6 read 2048k 4 519097 253 15553.932617 10485760 20200
bench-node6 read 2048k 8 795400 388 20071.013281 10485760 13183
bench-node6 read 2048k 16 916267 447 33706.956445 10485760 11444
bench-node6 read 2048k 32 1037064 506 61338.154492 10485760 10111
bench-node6 read 2048k 64 1067905 521 115754.078711 10485760 9819
bench-node6 read 2048k 128 1067035 521 228875.470312 10485760 9827
bench-node6 read 1024k 1 117712 114 8690.572340 7063552 60007
bench-node6 read 1024k 2 216979 211 9412.216602 10485760 48326
bench-node6 read 1024k 4 406961 397 9850.872754 10485760 25766
bench-node6 read 1024k 8 751021 733 10544.012695 10485760 13962
bench-node6 read 1024k 16 1006600 983 15934.643750 10485760 10417
bench-node6 read 1024k 32 1052258 1027 30793.843848 10485760 9965
bench-node6 read 1024k 64 1033996 1009 61449.729004 10485760 10141
bench-node6 read 1024k 128 1023700 999 120061.822754 10485760 10243
bench-node6 read 512k 1 85536 167 5977.280327 5132288 60001
bench-node6 read 512k 2 165913 324 6163.375643 9955328 60003
bench-node6 read 512k 4 321787 628 6263.074756 10485760 32586
bench-node6 read 512k 8 594060 1160 6693.708154 10485760 17651
bench-node6 read 512k 16 967767 1890 8188.366064 10485760 10835
bench-node6 read 512k 32 1081117 2111 14865.591846 10485760 9699
bench-node6 read 512k 64 1138271 2223 28477.352539 10485760 9212
bench-node6 read 512k 128 1131760 2210 56892.577246 10485760 9265
bench-node6 read 256k 1 64855 253 3938.852049 3891456 60002
bench-node6 read 256k 2 129352 505 3949.898480 7761664 60004
bench-node6 read 256k 4 253456 990 4010.134619 10485760 41371
bench-node6 read 256k 8 476755 1862 4252.359448 10485760 21994
bench-node6 read 256k 16 768300 3001 5229.771606 10485760 13648
bench-node6 read 256k 32 858714 3354 9463.228174 10485760 12211
bench-node6 read 256k 64 858573 3353 18972.775806 10485760 12213
bench-node6 read 256k 128 911725 3561 35706.415674 10485760 11501
bench-node6 read 128k 1 41101 321 3105.906680 2466176 60002
bench-node6 read 128k 2 81122 633 3147.594457 4867584 60003
bench-node6 read 128k 4 174726 1365 2914.771751 10483968 60002
bench-node6 read 128k 8 350319 2736 2884.706787 10485760 29932
bench-node6 read 128k 16 652545 5098 3020.462000 10485760 16069
bench-node6 read 128k 32 808712 6318 4947.846960 10485760 12966
bench-node6 read 128k 64 825650 6450 9792.027441 10485760 12700
bench-node6 read 128k 128 832335 6502 19273.219580 10485760 12598
bench-node6 read 64k 1 23922 373 2666.961432 1435392 60002
bench-node6 read 64k 2 50360 786 2533.928455 3021760 60002
bench-node6 read 64k 4 104518 1633 2442.644562 6271296 60002
bench-node6 read 64k 8 232227 3628 2149.107806 10485760 45153
bench-node6 read 64k 16 415771 6496 2359.764160 10485760 25220
bench-node6 read 64k 32 524707 8198 3642.490289 10485760 19984
bench-node6 read 64k 64 542937 8483 7389.154535 10485760 19313
bench-node6 read 64k 128 549625 8587 14649.117419 10485760 19078
bench-node6 read 32k 1 13150 410 2425.229621 789056 60003
bench-node6 read 32k 2 26885 840 2373.046258 1613216 60003
bench-node6 read 32k 4 57770 1805 2209.069725 3466400 60003
bench-node6 read 32k 8 150127 4691 1701.460583 9008416 60005
bench-node6 read 32k 16 236011 7375 2037.879614 10485760 44429
bench-node6 read 32k 32 318541 9954 3087.947821 10485760 32918
bench-node6 read 32k 64 323844 10120 6189.464703 10485760 32379
bench-node6 read 32k 128 323614 10112 12452.984659 10485760 32402
bench-node6 read 16k 1 6941 433 2296.886063 416512 60001
bench-node6 read 16k 2 15412 963 2069.126200 924752 60002
bench-node6 read 16k 4 30332 1895 2103.577692 1820016 60002
bench-node6 read 16k 8 75449 4715 1692.768527 4527120 60002
bench-node6 read 16k 16 133114 8319 1920.150679 7987296 60003
bench-node6 read 16k 32 174652 10915 2822.884956 10480016 60005
bench-node6 read 16k 64 178238 11139 5620.246007 10485760 58830
bench-node6 read 16k 128 177448 11090 11354.211409 10485760 59092
bench-node6 read 4k 1 1784 446 2234.075929 107048 60001
bench-node6 read 4k 2 3574 893 2231.026319 214448 60002
bench-node6 read 4k 4 7270 1817 2194.260526 436256 60002
bench-node6 read 4k 8 18847 4711 1694.279874 1130880 60002
bench-node6 read 4k 16 30797 7699 2075.016425 1847940 60003
bench-node6 read 4k 32 43881 10970 2914.301691 2633036 60004
bench-node6 read 4k 64 46555 11638 5495.452396 2793704 60008
bench-node6 read 4k 128 45875 11468 11154.817187 2753196 60015
bench-node6 read 2k 1 866 433 2301.269120 51962 60002
bench-node6 read 2k 2 1749 874 2279.057558 104972 60003
bench-node6 read 2k 4 3375 1687 2363.282470 202556 60001
bench-node6 read 2k 8 8370 4185 1907.689859 502236 60003
bench-node6 read 2k 16 14162 7081 2256.349765 849798 60003
bench-node6 read 2k 32 20164 10082 3171.238036 1209944 60004
bench-node6 read 2k 64 21918 10959 5836.432346 1315312 60010
bench-node6 read 2k 128 22307 11153 11470.132766 1338748 60014
bench-node6 read 1k 1 464 464 2144.436637 27879 60001
bench-node6 read 1k 2 1256 1256 1585.583345 75379 60003
bench-node6 read 1k 4 1630 1630 2446.926687 97827 60003
bench-node6 read 1k 8 3973 3973 2009.683728 238434 60002
bench-node6 read 1k 16 6944 6944 2300.960649 416709 60002
bench-node6 read 1k 32 9910 9910 3226.356599 594659 60004
bench-node6 read 1k 64 11073 11073 5776.425193 664475 60007
bench-node6 read 1k 128 10891 10891 11746.190041 653638 60015
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node7 read 8192k 1 212124 25 38603.860937 10485760 49432
bench-node7 read 8192k 2 337119 41 48113.670313 10485760 31104
bench-node7 read 8192k 4 498585 60 64400.175000 10485760 21031
bench-node7 read 8192k 8 612128 74 98573.962500 10485760 17130
bench-node7 read 8192k 16 1046065 127 118863.187500 10485760 10024
bench-node7 read 8192k 32 984763 120 246493.351562 10485760 10648
bench-node7 read 8192k 64 983193 120 475164.075781 10485760 10665
bench-node7 read 8192k 128 966607 117 938566.038281 10485760 10848
bench-node7 read 4096k 1 146059 35 28032.511682 8765440 60013
bench-node7 read 4096k 2 238117 58 33698.044141 10485760 44036
bench-node7 read 4096k 4 669161 163 24391.308203 10485760 15670
bench-node7 read 4096k 8 916908 223 33969.961328 10485760 11436
bench-node7 read 4096k 16 1047319 255 59891.657813 10485760 10012
bench-node7 read 4096k 32 1043982 254 120116.962109 10485760 10044
bench-node7 read 4096k 64 987173 241 241255.933203 10485760 10622
bench-node7 read 4096k 128 1014685 247 477537.764844 10485760 10334
bench-node7 read 2048k 1 134192 65 15252.994914 8052736 60009
bench-node7 read 2048k 2 242198 118 16849.066016 10485760 43294
bench-node7 read 2048k 4 606744 296 13335.186133 10485760 17282
bench-node7 read 2048k 8 961378 469 16618.781055 10485760 10907
bench-node7 read 2048k 16 1038708 507 30881.916016 10485760 10095
bench-node7 read 2048k 32 1050572 512 61494.939844 10485760 9981
bench-node7 read 2048k 64 978697 477 123762.330664 10485760 10714
bench-node7 read 2048k 128 1040873 508 232287.445898 10485760 10074
bench-node7 read 1024k 1 116201 113 8803.787487 6972416 60003
bench-node7 read 1024k 2 213142 208 9544.300879 10485760 49196
bench-node7 read 1024k 4 411157 401 9717.954297 10485760 25503
bench-node7 read 1024k 8 806907 787 9982.687891 10485760 12995
bench-node7 read 1024k 16 1012725 988 15903.869531 10485760 10354
bench-node7 read 1024k 32 1002654 979 32089.480469 10485760 10458
bench-node7 read 1024k 64 984578 961 64881.000879 10485760 10650
bench-node7 read 1024k 128 1019420 995 121165.876758 10485760 10286
bench-node7 read 512k 1 84310 164 6064.288129 5059072 60005
bench-node7 read 512k 2 168883 329 6054.931083 10133504 60003
bench-node7 read 512k 4 315931 617 6372.078369 10485760 33190
bench-node7 read 512k 8 555360 1084 7128.499316 10485760 18881
bench-node7 read 512k 16 1032774 2017 7695.865430 10485760 10153
bench-node7 read 512k 32 1073920 2097 14998.520410 10485760 9764
bench-node7 read 512k 64 1067361 2084 30364.823096 10485760 9824
bench-node7 read 512k 128 1102371 2153 58691.547217 10485760 9512
bench-node7 read 256k 1 63420 247 4028.217625 3805440 60003
bench-node7 read 256k 2 128159 500 3986.767661 7689728 60001
bench-node7 read 256k 4 245619 959 4127.846558 10485760 42691
bench-node7 read 256k 8 405748 1584 4956.247217 10485760 25843
bench-node7 read 256k 16 683645 2670 5876.475464 10485760 15338
bench-node7 read 256k 32 772830 3018 10526.196484 10485760 13568
bench-node7 read 256k 64 778857 3042 20936.943970 10485760 13463
bench-node7 read 256k 128 853819 3335 38140.631030 10485760 12281
bench-node7 read 128k 1 41331 322 3088.432140 2485120 60126
bench-node7 read 128k 2 80589 629 3168.553167 4835456 60001
bench-node7 read 128k 4 170478 1331 2996.314856 10229248 60003
bench-node7 read 128k 8 342124 2672 2941.369958 10485760 30649
bench-node7 read 128k 16 572523 4472 3455.304248 10485760 18315
bench-node7 read 128k 32 742670 5802 5379.117847 10485760 14119
bench-node7 read 128k 64 829569 6481 9781.687891 10485760 12640
bench-node7 read 128k 128 835851 6530 19402.462451 10485760 12545
bench-node7 read 64k 1 23966 374 2662.136677 1438016 60001
bench-node7 read 64k 2 48028 750 2657.017322 2881856 60003
bench-node7 read 64k 4 101811 1590 2507.829347 6108864 60002
bench-node7 read 64k 8 233634 3650 2175.415619 10485760 44881
bench-node7 read 64k 16 366891 5732 2702.682910 10485760 28580
bench-node7 read 64k 32 502697 7854 3810.080530 10485760 20859
bench-node7 read 64k 64 542600 8478 7354.595300 10485760 19325
bench-node7 read 64k 128 551272 8613 14591.024677 10485760 19021
bench-node7 read 32k 1 12883 402 2475.572647 773056 60002
bench-node7 read 32k 2 26129 816 2441.530023 1567872 60003
bench-node7 read 32k 4 57483 1796 2220.194497 3449152 60002
bench-node7 read 32k 8 136940 4279 1865.518994 8216704 60002
bench-node7 read 32k 16 225050 7032 2138.003174 10485760 46593
bench-node7 read 32k 32 304411 9512 3124.354202 10485760 34446
bench-node7 read 32k 64 326415 10200 6169.791394 10485760 32124
bench-node7 read 32k 128 322688 10084 12532.774927 10485760 32495
bench-node7 read 16k 1 6560 410 2430.677574 393616 60001
bench-node7 read 16k 2 14158 884 2252.554551 849552 60002
bench-node7 read 16k 4 30013 1875 2125.952867 1800848 60002
bench-node7 read 16k 8 73044 4565 1748.496114 4382864 60003
bench-node7 read 16k 16 125451 7840 2037.694556 7527344 60002
bench-node7 read 16k 32 174316 10894 2864.777350 10458976 60000
bench-node7 read 16k 64 180468 11279 5583.267589 10485760 58103
bench-node7 read 16k 128 176792 11049 11437.305212 10485760 59311
bench-node7 read 4k 1 1835 458 2171.664790 110116 60001
bench-node7 read 4k 2 3583 895 2224.657924 215040 60002
bench-node7 read 4k 4 7343 1835 2172.308840 440616 60002
bench-node7 read 4k 8 18918 4729 1687.832279 1135100 60001
bench-node7 read 4k 16 30384 7596 2103.312742 1823136 60002
bench-node7 read 4k 32 43825 10956 2918.086867 2629680 60004
bench-node7 read 4k 64 45591 11397 5611.897618 2735788 60007
bench-node7 read 4k 128 45334 11333 11287.838919 2720768 60016
bench-node7 read 2k 1 886 443 2247.065930 53208 60001
bench-node7 read 2k 2 1660 830 2400.784120 99648 60003
bench-node7 read 2k 4 3266 1633 2442.115697 196030 60004
bench-node7 read 2k 8 9077 4538 1759.086335 544668 60003
bench-node7 read 2k 16 13968 6984 2287.740386 838168 60004
bench-node7 read 2k 32 20401 10200 3134.540198 1224152 60004
bench-node7 read 2k 64 20827 10413 6142.420766 1249822 60007
bench-node7 read 2k 128 21188 10594 12074.822805 1271732 60021
bench-node7 read 1k 1 433 433 2296.224988 26037 60001
bench-node7 read 1k 2 1236 1236 1610.556845 74211 60001
bench-node7 read 1k 4 1605 1605 2485.460066 96310 60003
bench-node7 read 1k 8 3335 3335 2393.475146 200166 60002
bench-node7 read 1k 16 6446 6446 2478.981696 386805 60003
bench-node7 read 1k 32 8358 8358 3825.097163 501580 60005
bench-node7 read 1k 64 9970 9970 6415.536673 598295 60006
bench-node7 read 1k 128 10145 10145 12609.595232 608907 60018
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node8 read 8192k 1 212391 25 38554.948437 10485760 49370
bench-node8 read 8192k 2 252419 30 63185.839063 10485760 41541
bench-node8 read 8192k 4 485474 59 67283.989844 10485760 21599
bench-node8 read 8192k 8 635231 77 93811.253125 10485760 16507
bench-node8 read 8192k 16 731632 89 169356.611719 10485760 14332
bench-node8 read 8192k 32 955248 116 250907.312500 10485760 10977
bench-node8 read 8192k 64 1085932 132 445718.094531 10485760 9656
bench-node8 read 8192k 128 1103299 134 871794.407031 10485760 9504
bench-node8 read 4096k 1 143563 35 28520.006173 8626176 60086
bench-node8 read 4096k 2 300563 73 26769.272656 10485760 34887
bench-node8 read 4096k 4 446563 109 35802.922656 10485760 23481
bench-node8 read 4096k 8 509512 124 56540.126953 10485760 20580
bench-node8 read 4096k 16 969288 236 63734.589063 10485760 10818
bench-node8 read 4096k 32 1046900 255 118181.923828 10485760 10016
bench-node8 read 4096k 64 1103648 269 222171.252734 10485760 9501
bench-node8 read 4096k 128 1102371 269 440008.132812 10485760 9512
bench-node8 read 2048k 1 120874 59 16934.359966 7254016 60013
bench-node8 read 2048k 2 290062 141 14034.155469 10485760 36150
bench-node8 read 2048k 4 386700 188 20442.752734 10485760 27116
bench-node8 read 2048k 8 684940 334 23548.614648 10485760 15309
bench-node8 read 2048k 16 1027109 501 30927.896680 10485760 10209
bench-node8 read 2048k 32 1066059 520 59658.783398 10485760 9836
bench-node8 read 2048k 64 1085819 530 114589.083984 10485760 9657
bench-node8 read 2048k 128 1094318 534 222684.055469 10485760 9582
bench-node8 read 1024k 1 102973 100 9935.787206 6178816 60004
bench-node8 read 1024k 2 194051 189 10411.144922 10485760 54036
bench-node8 read 1024k 4 304827 297 13008.816895 10485760 34399
bench-node8 read 1024k 8 608399 594 12655.167871 10485760 17235
bench-node8 read 1024k 16 913314 891 15683.837598 10485760 11481
bench-node8 read 1024k 32 1026807 1002 30794.331738 10485760 10212
bench-node8 read 1024k 64 1031859 1007 60800.047754 10485760 10162
bench-node8 read 1024k 128 1018529 994 120057.967676 10485760 10295
bench-node8 read 512k 1 76022 148 6726.438461 4563456 60028
bench-node8 read 512k 2 161298 315 6339.886215 9678848 60006
bench-node8 read 512k 4 294510 575 6902.219824 10485760 35604
bench-node8 read 512k 8 594531 1161 6703.268213 10485760 17637
bench-node8 read 512k 16 1007471 1967 7896.576465 10485760 10408
bench-node8 read 512k 32 1113610 2175 14478.273926 10485760 9416
bench-node8 read 512k 64 1120632 2188 29021.341943 10485760 9357
bench-node8 read 512k 128 1176061 2296 54888.834668 10485760 8916
bench-node8 read 256k 1 58681 229 4354.164840 3526912 60103
bench-node8 read 256k 2 117061 457 4362.721925 7032576 60076
bench-node8 read 256k 4 238649 932 4242.625293 10485760 43938
bench-node8 read 256k 8 484129 1891 4114.695654 10485760 21659
bench-node8 read 256k 16 753937 2945 5216.729785 10485760 13908
bench-node8 read 256k 32 827474 3232 9620.837280 10485760 12672
bench-node8 read 256k 64 858222 3352 18880.516113 10485760 12218
bench-node8 read 256k 128 907622 3545 35781.117090 10485760 11553
bench-node8 read 128k 1 39520 308 3230.413365 2371328 60003
bench-node8 read 128k 2 65865 514 3878.613421 3952128 60003
bench-node8 read 128k 4 124539 972 4097.323451 7503488 60250
bench-node8 read 128k 8 219312 1713 4440.255273 10485760 47812
bench-node8 read 128k 16 485429 3792 3807.050696 10485760 21601
bench-node8 read 128k 32 764769 5974 5067.385669 10485760 13711
bench-node8 read 128k 64 795038 6211 9910.799609 10485760 13189
bench-node8 read 128k 128 809336 6322 19731.083667 10485760 12956
bench-node8 read 64k 1 22294 348 2862.632841 1337664 60001
bench-node8 read 64k 2 44482 695 2869.782515 2669056 60002
bench-node8 read 64k 4 87136 1361 2931.106787 5228480 60003
bench-node8 read 64k 8 171363 2677 2961.710829 10308544 60156
bench-node8 read 64k 16 336805 5262 2720.193347 10485760 31133
bench-node8 read 64k 32 529450 8272 3712.533923 10485760 19805
bench-node8 read 64k 64 542881 8482 7272.441833 10485760 19315
bench-node8 read 64k 128 544884 8513 14751.007208 10485760 19244
bench-node8 read 32k 1 10630 332 3002.225609 638272 60041
bench-node8 read 32k 2 21231 663 3007.011530 1273920 60002
bench-node8 read 32k 4 36279 1133 3517.656130 2183712 60191
bench-node8 read 32k 8 64177 2005 3976.292468 3858144 60117
bench-node8 read 32k 16 146990 4593 3471.358170 8840768 60145
bench-node8 read 32k 32 287738 8991 3239.811670 10485760 36442
bench-node8 read 32k 64 321737 10054 6131.736844 10485760 32591
bench-node8 read 32k 128 317625 9925 12619.677826 10485760 33013
bench-node8 read 16k 1 5293 330 3014.212775 317632 60001
bench-node8 read 16k 2 11928 745 2675.109556 715760 60002
bench-node8 read 16k 4 24268 1516 2627.778246 1458192 60087
bench-node8 read 16k 8 48503 3031 2633.158883 2910320 60002
bench-node8 read 16k 16 114697 7168 2225.441488 6893088 60098
bench-node8 read 16k 32 172028 10751 2939.974200 10340480 60109
bench-node8 read 16k 64 177990 11124 5578.574292 10485760 58912
bench-node8 read 16k 128 174551 10909 11558.843463 10477968 60028
bench-node8 read 4k 1 1485 371 2684.250920 89144 60002
bench-node8 read 4k 2 3417 854 2333.795845 205040 60001
bench-node8 read 4k 4 6700 1675 2381.407788 402052 60003
bench-node8 read 4k 8 12474 3118 2553.287409 750832 60188
bench-node8 read 4k 16 16096 4024 3960.944505 968956 60198
bench-node8 read 4k 32 23358 5839 5425.517619 1416176 60627
bench-node8 read 4k 64 39224 9806 6508.834273 2361132 60196
bench-node8 read 4k 128 46213 11553 11012.060090 2791020 60394
bench-node8 read 2k 1 381 190 5238.249738 22872 60000
bench-node8 read 2k 2 2053 1026 1940.166280 123334 60052
bench-node8 read 2k 4 2656 1328 2999.929206 159730 60123
bench-node8 read 2k 8 6680 3340 2389.509223 400944 60021
bench-node8 read 2k 16 12215 6107 2609.683413 734900 60161
bench-node8 read 2k 32 19825 9912 3219.305269 1192058 60127
bench-node8 read 2k 64 21953 10976 5813.678660 1320466 60148
bench-node8 read 2k 128 20991 10495 12155.265198 1263320 60182
bench-node8 read 1k 1 398 398 2498.806810 23935 60002
bench-node8 read 1k 2 1201 1201 1657.899234 72108 60001
bench-node8 read 1k 4 1735 1735 2292.216358 104498 60204
bench-node8 read 1k 8 3263 3263 2446.078975 195846 60003
bench-node8 read 1k 16 6358 6358 2513.230980 381526 60003
bench-node8 read 1k 32 9362 9362 3404.740008 563614 60198
bench-node8 read 1k 64 10469 10469 6090.132888 630314 60202
bench-node8 read 1k 128 10220 10220 12517.343324 613430 60020
