Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node5 write 2048k 1 52594 25 38930.238003 3158016 60045
bench-node5 write 2048k 2 61973 30 66080.200330 3721216 60045
bench-node5 write 2048k 4 56382 27 145271.485472 3383296 60006
bench-node5 write 2048k 8 70501 34 232354.930300 4231168 60015
bench-node5 write 2048k 16 74342 36 440688.942360 4476928 60220
bench-node5 write 2048k 32 79138 38 826670.494444 4792320 60556
bench-node5 write 2048k 64 76930 37 1690529.385153 4689920 60963
bench-node5 write 2048k 128 83850 40 3085626.522218 5208064 62111
bench-node5 write 1024k 1 50072 48 20441.050784 3004416 60001
bench-node5 write 1024k 2 49807 48 41108.596713 2991104 60053
bench-node5 write 1024k 4 55897 54 73263.989316 3354624 60014
bench-node5 write 1024k 8 62676 61 130684.446681 3764224 60058
bench-node5 write 1024k 16 66868 65 244980.920939 4015104 60045
bench-node5 write 1024k 32 69207 67 473367.717097 4162560 60146
bench-node5 write 1024k 64 75989 74 859043.286382 4601856 60559
bench-node5 write 1024k 128 83423 81 1561697.229020 5088256 60993
bench-node5 write 512k 1 48809 95 10481.011713 2928640 60001
bench-node5 write 512k 2 52972 103 19321.833629 3179008 60012
bench-node5 write 512k 4 50537 98 40514.073849 3036672 60087
bench-node5 write 512k 8 56003 109 73126.704369 3363328 60056
bench-node5 write 512k 16 58579 114 139824.040715 3521024 60107
bench-node5 write 512k 32 62085 121 263847.311044 3736576 60184
bench-node5 write 512k 64 73430 143 446129.719968 4428288 60306
bench-node5 write 512k 128 88684 173 738558.022150 5362688 60469
bench-node5 write 256k 1 47303 184 5403.584867 2838528 60007
bench-node5 write 256k 2 48587 189 10529.253577 2916608 60028
bench-node5 write 256k 4 49513 193 20672.362613 2978560 60157
bench-node5 write 256k 8 51205 200 39985.219585 3074304 60038
bench-node5 write 256k 16 57951 226 70667.468398 3479296 60038
bench-node5 write 256k 32 59657 233 137290.555730 3580672 60020
bench-node5 write 256k 64 64657 252 253340.283289 3891200 60182
bench-node5 write 256k 128 79446 310 412288.114532 4805632 60489
bench-node5 write 128k 1 47222 368 2703.450758 2838528 60110
bench-node5 write 128k 2 52956 413 4826.404866 3182720 60101
bench-node5 write 128k 4 52709 411 9705.194828 3162752 60003
bench-node5 write 128k 8 50472 394 20279.480453 3031808 60069
bench-node5 write 128k 16 52823 412 38759.660360 3172864 60065
bench-node5 write 128k 32 63127 493 64869.475020 3791872 60067
bench-node5 write 128k 64 67131 524 121999.058001 4029696 60027
bench-node5 write 128k 128 71144 555 230207.846386 4290432 60306
bench-node5 write 64k 1 41795 653 1525.592960 2510848 60074
bench-node5 write 64k 2 44225 691 2887.658492 2654208 60015
bench-node5 write 64k 4 49709 776 5142.403515 2982592 60001
bench-node5 write 64k 8 49514 773 10332.563479 2973184 60047
bench-node5 write 64k 16 56599 884 18083.540629 3398592 60046
bench-node5 write 64k 32 58493 913 35001.666017 3513280 60063
bench-node5 write 64k 64 62860 982 65141.469249 3778496 60109
bench-node5 write 64k 128 74806 1168 109467.145880 4492032 60049
bench-node5 write 32k 1 47698 1490 665.907881 2863072 60024
bench-node5 write 32k 2 49879 1558 1277.264173 3002272 60191
bench-node5 write 32k 4 46476 1452 2747.814954 2793344 60102
bench-node5 write 32k 8 51000 1593 5012.644490 3061472 60028
bench-node5 write 32k 16 55994 1749 9136.173005 3360640 60017
bench-node5 write 32k 32 60306 1884 16971.335331 3620160 60029
bench-node5 write 32k 64 65668 2052 31174.889011 3945600 60084
bench-node5 write 32k 128 75958 2373 53899.312877 4561536 60053
bench-node5 write 16k 1 43920 2745 359.673708 2635280 60001
bench-node5 write 16k 2 45479 2842 698.754173 2731936 60070
bench-node5 write 16k 4 47574 2973 1339.789122 2854736 60005
bench-node5 write 16k 8 51063 3191 2500.780241 3064016 60004
bench-node5 write 16k 16 53608 3350 4768.980936 3217792 60024
bench-node5 write 16k 32 58958 3684 8676.951960 3538048 60009
bench-node5 write 16k 64 64824 4051 15786.770615 3891232 60027
bench-node5 write 16k 128 76116 4757 26891.333184 4568576 60021
bench-node5 write 4k 1 19830 4957 197.337454 1189876 60001
bench-node5 write 4k 2 35350 8837 221.937515 2121092 60001
bench-node5 write 4k 4 42825 10706 368.975174 2569548 60001
bench-node5 write 4k 8 47435 11858 671.396946 2846188 60001
bench-node5 write 4k 16 52793 13198 1209.061143 3167720 60002
bench-node5 write 4k 32 57161 14290 2235.834456 3430004 60005
bench-node5 write 4k 64 60171 15042 4250.287003 3611292 60017
bench-node5 write 4k 128 73309 18327 6978.911760 4399772 60016
bench-node5 write 2k 1 11335 5667 172.143405 680132 60001
bench-node5 write 2k 2 19069 9534 205.413914 1144204 60001
bench-node5 write 2k 4 35022 17511 224.327732 2101392 60001
bench-node5 write 2k 8 43669 21834 363.786283 2620546 60009
bench-node5 write 2k 16 49175 24587 648.075374 2950582 60001
bench-node5 write 2k 32 54001 27000 1182.580114 3240528 60008
bench-node5 write 2k 64 57598 28799 2219.548704 3456258 60006
bench-node5 write 2k 128 59649 29824 4288.281596 3579700 60012
bench-node5 write 1k 1 5172 5172 189.006106 310360 60001
bench-node5 write 1k 2 9255 9255 211.490492 555332 60001
bench-node5 write 1k 4 19812 19812 198.292376 1188839 60003
bench-node5 write 1k 8 30901 30901 256.590016 1854132 60001
bench-node5 write 1k 16 33756 33756 471.635338 2025403 60001
bench-node5 write 1k 32 35859 35859 890.072058 2151670 60003
bench-node5 write 1k 64 37297 37297 1713.509482 2238079 60006
bench-node5 write 1k 128 37336 37336 3425.391870 2240625 60012
bench-node6 write 8192k 1 58637 7 139687.518605 3522560 60073
bench-node6 write 8192k 2 69584 8 235439.759295 4186112 60159
bench-node6 write 8192k 4 78767 9 415950.661485 4743168 60217
bench-node6 write 8192k 8 83027 10 788979.670455 5046272 60778
bench-node6 write 8192k 16 78254 9 1668436.653061 4816896 61554
bench-node6 write 8192k 32 78171 9 3321757.599659 4808704 61515
bench-node6 write 8192k 64 77674 9 6604353.321839 4988928 64229
bench-node6 write 8192k 128 79870 9 12416407.245171 5513216 69027
bench-node6 write 4096k 1 52287 12 78322.458931 3141632 60084
bench-node6 write 4096k 2 62404 15 131256.881967 3747840 60057
bench-node6 write 4096k 4 65893 16 248628.135471 3960832 60110
bench-node6 write 4096k 8 74960 18 437066.477707 4501504 60052
bench-node6 write 4096k 16 78369 19 834823.967156 4739072 60471
bench-node6 write 4096k 32 78327 19 1664610.018868 4775936 60974
bench-node6 write 4096k 64 75074 18 3416043.762931 4751360 63289
bench-node6 write 4096k 128 82338 20 6230227.374411 5218304 63376
bench-node6 write 2048k 1 53348 26 38379.968031 3203072 60041
bench-node6 write 2048k 2 59045 28 69356.314269 3545088 60040
bench-node6 write 2048k 4 60493 29 135377.769882 3631104 60025
bench-node6 write 2048k 8 62487 30 262159.103974 3762176 60207
bench-node6 write 2048k 16 70649 34 463736.402691 4261888 60324
bench-node6 write 2048k 32 74127 36 880851.554998 4487168 60533
bench-node6 write 2048k 64 70560 34 1846937.003822 4286464 60749
bench-node6 write 2048k 128 78614 38 3292315.169605 4878336 62054
bench-node6 write 1024k 1 52321 51 19561.870274 3141632 60045
bench-node6 write 1024k 2 53449 52 38306.540644 3212288 60099
bench-node6 write 1024k 4 59478 58 68851.449670 3570688 60033
bench-node6 write 1024k 8 57234 55 143111.024347 3448832 60258
bench-node6 write 1024k 16 63879 62 256446.430896 3837952 60081
bench-node6 write 1024k 32 68568 66 477783.995027 4118528 60064
bench-node6 write 1024k 64 69827 68 935618.529798 4209664 60287
bench-node6 write 1024k 128 75164 73 1732639.255933 4617216 61428
bench-node6 write 512k 1 51468 100 9939.107119 3092480 60085
bench-node6 write 512k 2 51584 100 19841.992726 3097088 60039
bench-node6 write 512k 4 55217 107 37080.121853 3315200 60039
bench-node6 write 512k 8 57580 112 71122.692820 3458560 60065
bench-node6 write 512k 16 58859 114 139156.926028 3536896 60090
bench-node6 write 512k 32 59179 115 276806.502661 3559936 60155
bench-node6 write 512k 64 64322 125 509227.859220 3873280 60217
bench-node6 write 512k 128 83212 162 787183.452119 5025792 60397
bench-node6 write 256k 1 53967 210 4735.449194 3239936 60035
bench-node6 write 256k 2 51544 201 9924.838507 3092736 60001
bench-node6 write 256k 4 52700 205 19421.539620 3162880 60016
bench-node6 write 256k 8 52199 203 39225.103234 3134464 60048
bench-node6 write 256k 16 54851 214 74661.739208 3291392 60005
bench-node6 write 256k 32 55442 216 147730.176240 3333632 60128
bench-node6 write 256k 64 60256 235 271844.847449 3618048 60044
bench-node6 write 256k 128 74654 291 438761.336815 4485120 60078
bench-node6 write 128k 1 53786 420 2372.620836 3227648 60009
bench-node6 write 128k 2 51800 404 4934.163037 3108992 60018
bench-node6 write 128k 4 52352 409 9771.338216 3145728 60088
bench-node6 write 128k 8 56502 441 18113.860007 3390336 60003
bench-node6 write 128k 16 59295 463 34529.159473 3558912 60020
bench-node6 write 128k 32 56312 439 72721.041818 3382272 60063
bench-node6 write 128k 64 60850 475 134592.349336 3655296 60070
bench-node6 write 128k 128 68753 537 238209.954066 4126976 60026
bench-node6 write 64k 1 52676 823 1209.319705 3162112 60029
bench-node6 write 64k 2 54484 851 2342.790020 3276800 60142
bench-node6 write 64k 4 48363 755 5285.633980 2912192 60215
bench-node6 write 64k 8 52651 822 9716.505552 3170176 60211
bench-node6 write 64k 16 53350 833 19185.374665 3201664 60012
bench-node6 write 64k 32 57287 895 35738.448584 3439232 60035
bench-node6 write 64k 64 57396 896 71341.506595 3445248 60025
bench-node6 write 64k 128 64619 1009 126723.825264 3883520 60098
bench-node6 write 32k 1 48246 1507 658.342395 2895840 60022
bench-node6 write 32k 2 49714 1553 1281.448462 2985920 60061
bench-node6 write 32k 4 51107 1597 2498.205929 3067776 60026
bench-node6 write 32k 8 50704 1584 5041.894787 3046016 60074
bench-node6 write 32k 16 57153 1786 8951.008527 3429888 60012
bench-node6 write 32k 32 56581 1768 18084.725145 3396352 60026
bench-node6 write 32k 64 61083 1908 33514.388045 3667040 60033
bench-node6 write 32k 128 69116 2159 59235.894653 4158464 60166
bench-node6 write 16k 1 44738 2796 352.997973 2684384 60001
bench-node6 write 16k 2 47767 2985 664.949937 2867120 60023
bench-node6 write 16k 4 50745 3171 1255.779089 3047232 60049
bench-node6 write 16k 8 51972 3248 2456.768346 3118992 60012
bench-node6 write 16k 16 56086 3505 4557.936237 3365984 60014
bench-node6 write 16k 32 56582 3536 9041.403284 3395920 60017
bench-node6 write 16k 64 57196 3574 17894.208763 3432416 60011
bench-node6 write 16k 128 62511 3906 32745.606598 3752256 60025
bench-node6 write 4k 1 20870 5217 187.456222 1252224 60001
bench-node6 write 4k 2 34534 8633 227.342147 2072128 60001
bench-node6 write 4k 4 43296 10824 365.080849 2600748 60069
bench-node6 write 4k 8 46479 11619 685.147696 2791304 60055
bench-node6 write 4k 16 53239 13309 1198.883533 3194888 60010
bench-node6 write 4k 32 56112 14028 2277.647037 3366928 60003
bench-node6 write 4k 64 54298 13574 4710.404812 3258264 60007
bench-node6 write 4k 128 64800 16200 7895.733005 3889068 60016
bench-node6 write 2k 1 10324 5162 189.458634 619492 60001
bench-node6 write 2k 2 18271 9135 214.673305 1096290 60001
bench-node6 write 2k 4 32782 16391 239.732310 1966982 60001
bench-node6 write 2k 8 43134 21567 368.348104 2588220 60003
bench-node6 write 2k 16 50605 25302 629.640754 3036490 60003
bench-node6 write 2k 32 53071 26535 1203.393318 3184468 60003
bench-node6 write 2k 64 50970 25485 2508.379450 3059746 60030
bench-node6 write 2k 128 57208 28604 4471.411213 3433168 60012
bench-node6 write 1k 1 5186 5186 188.745202 311191 60001
bench-node6 write 1k 2 9194 9194 213.240680 551658 60001
bench-node6 write 1k 4 25221 25221 155.998055 1513300 60001
bench-node6 write 1k 8 29959 29959 264.701966 1797628 60001
bench-node6 write 1k 16 33775 33775 471.374146 2026604 60002
bench-node6 write 1k 32 36080 36080 884.620896 2164956 60003
bench-node6 write 1k 64 37151 37151 1720.259782 2229299 60005
bench-node6 write 1k 128 37990 37990 3366.337831 2279907 60013
bench-node7 write 8192k 1 61699 7 132755.221239 3702784 60013
bench-node7 write 8192k 2 66712 8 245575.404908 4005888 60047
bench-node7 write 8192k 4 79644 9 411356.848123 4800512 60274
bench-node7 write 8192k 8 83870 10 781056.833871 5079040 60558
bench-node7 write 8192k 16 82300 10 1582794.145425 5013504 60917
bench-node7 write 8192k 32 79795 9 3244874.326194 4972544 62316
bench-node7 write 8192k 64 81144 9 6283740.513261 5251072 64713
bench-node7 write 8192k 128 84112 10 12000389.782799 5619712 66812
bench-node7 write 4096k 1 54667 13 74910.549313 3280896 60015
bench-node7 write 4096k 2 64154 15 127676.379787 3850240 60015
bench-node7 write 4096k 4 67418 16 242991.192735 4059136 60208
bench-node7 write 4096k 8 75375 18 434676.275113 4526080 60047
bench-node7 write 4096k 16 81273 19 806055.952341 4898816 60276
bench-node7 write 4096k 32 81587 19 1600253.185584 4943872 60596
bench-node7 write 4096k 64 81336 19 3174130.641067 5066752 62294
bench-node7 write 4096k 128 83499 20 6113159.694002 5394432 64604
bench-node7 write 2048k 1 51590 25 39687.578042 3096576 60022
bench-node7 write 2048k 2 60511 29 67677.635646 3631104 60007
bench-node7 write 2048k 4 58437 28 140163.734539 3510272 60069
bench-node7 write 2048k 8 62529 30 261988.383152 3768320 60265
bench-node7 write 2048k 16 69348 33 472421.891654 4196352 60511
bench-node7 write 2048k 32 76632 37 853427.141970 4616192 60238
bench-node7 write 2048k 64 75088 36 1732573.523022 4581376 61013
bench-node7 write 2048k 128 75847 37 3398508.595443 4763648 62806
bench-node7 write 1024k 1 51355 50 19930.475432 3084288 60058
bench-node7 write 1024k 2 52951 51 38667.284979 3183616 60123
bench-node7 write 1024k 4 53661 52 76317.499047 3223552 60072
bench-node7 write 1024k 8 60810 59 134693.518923 3652608 60065
bench-node7 write 1024k 16 65263 63 250920.378519 3928064 60188
bench-node7 write 1024k 32 69808 68 469316.160291 4229120 60582
bench-node7 write 1024k 64 73031 71 892823.624169 4465664 61147
bench-node7 write 1024k 128 75923 74 1715213.533348 4636672 61070
bench-node7 write 512k 1 54410 106 9401.233886 3272704 60148
bench-node7 write 512k 2 53646 104 19079.155828 3219968 60022
bench-node7 write 512k 4 54210 105 37768.227695 3253760 60021
bench-node7 write 512k 8 55553 108 73717.463025 3337216 60072
bench-node7 write 512k 16 55579 108 147373.447695 3342848 60145
bench-node7 write 512k 32 60359 117 271390.366780 3628032 60107
bench-node7 write 512k 64 73368 143 446509.075145 4428800 60364
bench-node7 write 512k 128 79233 154 826696.112123 4781056 60341
bench-node7 write 256k 1 47612 185 5368.950931 2859008 60047
bench-node7 write 256k 2 49650 193 10303.735671 2979072 60001
bench-node7 write 256k 4 52311 204 19566.298248 3142400 60071
bench-node7 write 256k 8 52811 206 38769.474466 3173120 60084
bench-node7 write 256k 16 56506 220 72474.190987 3391232 60015
bench-node7 write 256k 32 56157 219 145852.443931 3376384 60124
bench-node7 write 256k 64 62965 245 260151.178658 3792896 60238
bench-node7 write 256k 128 65064 254 503417.190063 3926272 60344
bench-node7 write 128k 1 50535 394 2525.698929 3035136 60059
bench-node7 write 128k 2 53562 418 4771.506110 3215488 60032
bench-node7 write 128k 4 52602 410 9725.048513 3158272 60040
bench-node7 write 128k 8 59853 467 17100.049073 3591680 60008
bench-node7 write 128k 16 63172 493 32401.627173 3792000 60026
bench-node7 write 128k 32 57833 451 70809.017697 3471744 60030
bench-node7 write 128k 64 62270 486 131525.136115 3737088 60014
bench-node7 write 128k 128 65546 512 249871.824012 3947904 60231
bench-node7 write 64k 1 52264 816 1219.051307 3135936 60001
bench-node7 write 64k 2 51343 802 2486.386870 3080640 60001
bench-node7 write 64k 4 48669 760 5252.245398 2920192 60001
bench-node7 write 64k 8 48812 762 10481.209770 2933504 60098
bench-node7 write 64k 16 54116 845 18913.763696 3250048 60057
bench-node7 write 64k 32 56690 885 36114.504364 3402496 60019
bench-node7 write 64k 64 59707 932 68582.056019 3583936 60025
bench-node7 write 64k 128 67449 1053 121407.734876 4048704 60026
bench-node7 write 32k 1 48547 1517 654.130126 2916320 60072
bench-node7 write 32k 2 51928 1622 1226.492023 3116992 60025
bench-node7 write 32k 4 52920 1653 2412.298707 3182464 60137
bench-node7 write 32k 8 55205 1725 4630.317146 3313152 60015
bench-node7 write 32k 16 57153 1786 8951.104512 3430176 60017
bench-node7 write 32k 32 58017 1813 17641.300328 3483552 60043
bench-node7 write 32k 64 61496 1921 33290.140644 3693856 60066
bench-node7 write 32k 128 69438 2169 58956.270099 4168192 60027
bench-node7 write 16k 1 45477 2842 347.165871 2728672 60001
bench-node7 write 16k 2 49339 3083 643.581286 2960416 60001
bench-node7 write 16k 4 50229 3139 1268.684389 3014448 60013
bench-node7 write 16k 8 51760 3235 2467.020546 3105664 60001
bench-node7 write 16k 16 56058 3503 4560.432019 3363664 60003
bench-node7 write 16k 32 56470 3529 9059.669985 3389280 60019
bench-node7 write 16k 64 61400 3837 16668.322187 3684672 60010
bench-node7 write 16k 128 64672 4042 31653.342546 3881616 60020
bench-node7 write 4k 1 20696 5174 188.792104 1241796 60001
bench-node7 write 4k 2 34943 8735 224.538206 2096632 60001
bench-node7 write 4k 4 45345 11336 348.485457 2720776 60001
bench-node7 write 4k 8 47554 11888 669.615518 2853440 60003
bench-node7 write 4k 16 57447 14361 1110.876718 3447492 60011
bench-node7 write 4k 32 54006 13501 2366.693754 3240536 60003
bench-node7 write 4k 64 61496 15374 4158.688073 3690372 60009
bench-node7 write 4k 128 66313 16578 7714.447232 3980084 60019
bench-node7 write 2k 1 10175 5087 192.144375 610520 60001
bench-node7 write 2k 2 17791 8895 220.427100 1067502 60001
bench-node7 write 2k 4 32956 16478 238.294642 1977416 60001
bench-node7 write 2k 8 45863 22931 346.386689 2752060 60006
bench-node7 write 2k 16 50726 25363 628.211226 3043710 60002
bench-node7 write 2k 32 53553 26776 1192.473023 3213434 60004
bench-node7 write 2k 64 56703 28351 2254.588573 3402562 60006
bench-node7 write 2k 128 53676 26838 4765.637305 3221286 60013
bench-node7 write 1k 1 5043 5043 193.769256 302634 60001
bench-node7 write 1k 2 9198 9198 212.909374 551936 60001
bench-node7 write 1k 4 19161 19161 204.928838 1149680 60001
bench-node7 write 1k 8 31064 31064 255.204754 1863902 60001
bench-node7 write 1k 16 34031 34031 467.809904 2041930 60002
bench-node7 write 1k 32 36493 36493 874.608536 2189723 60003
bench-node7 write 1k 64 36715 36715 1740.684902 2203149 60006
bench-node7 write 1k 128 37424 37424 3417.328984 2245903 60011
bench-node8 write 8192k 1 57873 7 141532.337264 3473408 60017
bench-node8 write 8192k 2 62886 7 260511.090909 3784704 60183
bench-node8 write 8192k 4 74197 9 441565.972426 4456448 60062
bench-node8 write 8192k 8 84817 10 772436.279743 5095424 60075
bench-node8 write 8192k 16 73431 8 1770505.734062 4497408 61246
bench-node8 write 8192k 32 76141 9 3406520.638554 4759552 62509
bench-node8 write 8192k 64 79691 9 6387088.925687 5070848 63631
bench-node8 write 8192k 128 81944 10 12166008.802941 5570560 67980
bench-node8 write 4096k 1 46960 11 87208.702035 2818048 60009
bench-node8 write 4096k 2 62889 15 130245.225597 3776512 60050
bench-node8 write 4096k 4 64861 15 252571.331584 3903488 60182
bench-node8 write 4096k 8 73365 17 446569.207216 4427776 60352
bench-node8 write 4096k 16 82318 20 795852.549587 4956160 60207
bench-node8 write 4096k 32 73378 17 1777213.975275 4472832 60956
bench-node8 write 4096k 64 73503 17 3510214.150843 4616192 62802
bench-node8 write 4096k 128 79455 19 6423545.329872 5128192 64542
bench-node8 write 2048k 1 48568 23 42157.446240 2914304 60004
bench-node8 write 2048k 2 58294 28 70252.237288 3504128 60111
bench-node8 write 2048k 4 53617 26 152770.910476 3225600 60160
bench-node8 write 2048k 8 63787 31 256821.967966 3835904 60136
bench-node8 write 2048k 16 69875 34 468858.061463 4198400 60084
bench-node8 write 2048k 32 77879 38 838368.942149 4708352 60457
bench-node8 write 2048k 64 81423 39 1600082.291736 4956160 60869
bench-node8 write 2048k 128 73601 35 3503921.035714 4587520 62329
bench-node8 write 1024k 1 49654 48 20613.389232 2985984 60135
bench-node8 write 1024k 2 48905 47 41867.104915 2937856 60072
bench-node8 write 1024k 4 55648 54 73591.806313 3341312 60043
bench-node8 write 1024k 8 60925 59 134443.593671 3656704 60019
bench-node8 write 1024k 16 63240 61 259026.897712 3804160 60154
bench-node8 write 1024k 32 72449 70 452188.171835 4391936 60621
bench-node8 write 1024k 64 76605 74 851926.948333 4637696 60540
bench-node8 write 1024k 128 61807 60 2092727.203594 3817472 61764
bench-node8 write 512k 1 49110 95 10417.024653 2949120 60051
bench-node8 write 512k 2 50941 99 20092.154606 3056640 60003
bench-node8 write 512k 4 49189 96 41624.540176 2962944 60235
bench-node8 write 512k 8 54137 105 75645.987087 3251200 60054
bench-node8 write 512k 16 60877 118 134547.389580 3665408 60210
bench-node8 write 512k 32 61571 120 266050.114593 3708416 60229
bench-node8 write 512k 64 69157 135 473704.340792 4164608 60219
bench-node8 write 512k 128 68649 134 954174.142210 4183552 60941
bench-node8 write 256k 1 45938 179 5564.637723 2756608 60006
bench-node8 write 256k 2 46973 183 10891.329565 2830592 60259
bench-node8 write 256k 4 47361 185 21611.738740 2847488 60122
bench-node8 write 256k 8 54469 212 37589.657507 3270144 60036
bench-node8 write 256k 16 56149 219 72934.830097 3375104 60109
bench-node8 write 256k 32 58629 229 139700.706755 3520768 60051
bench-node8 write 256k 64 62394 243 262522.589530 3745792 60034
bench-node8 write 256k 128 65945 257 496686.559524 3978240 60326
bench-node8 write 128k 1 50461 394 2529.883529 3027712 60001
bench-node8 write 128k 2 51881 405 4926.616545 3113088 60004
bench-node8 write 128k 4 51351 401 9962.046747 3088640 60147
bench-node8 write 128k 8 51663 403 19811.613528 3124224 60472
bench-node8 write 128k 16 50189 392 40794.485752 3014016 60053
bench-node8 write 128k 32 62387 487 65638.495598 3750656 60119
bench-node8 write 128k 64 64127 500 127712.196416 3850112 60038
bench-node8 write 128k 128 62678 489 261293.713441 3768192 60119
bench-node8 write 64k 1 43036 672 1481.341967 2584576 60056
bench-node8 write 64k 2 43942 686 2906.233768 2637824 60029
bench-node8 write 64k 4 47758 746 5352.548480 2871296 60121
bench-node8 write 64k 8 51927 811 9852.265265 3116224 60011
bench-node8 write 64k 16 53556 836 19111.444478 3215424 60038
bench-node8 write 64k 32 56739 886 36083.453345 3408192 60067
bench-node8 write 64k 64 58197 909 70290.991455 3497856 60103
bench-node8 write 64k 128 61172 955 133869.138035 3686016 60256
bench-node8 write 32k 1 47622 1488 667.045935 2858976 60034
bench-node8 write 32k 2 49962 1561 1274.605250 2997824 60001
bench-node8 write 32k 4 47607 1487 2682.186490 2856480 60001
bench-node8 write 32k 8 48709 1522 5248.680547 2923200 60013
bench-node8 write 32k 16 55226 1725 9263.467591 3315584 60036
bench-node8 write 32k 32 60822 1900 16827.426320 3651040 60028
bench-node8 write 32k 64 67767 2117 30209.252888 4068576 60037
bench-node8 write 32k 128 65971 2061 62061.478867 3959680 60021
bench-node8 write 16k 1 41219 2576 383.491215 2473216 60001
bench-node8 write 16k 2 43925 2745 723.548891 2635568 60001
bench-node8 write 16k 4 45644 2852 1396.706778 2744128 60120
bench-node8 write 16k 8 47411 2963 2693.873051 2846128 60030
bench-node8 write 16k 16 51969 3248 4919.654103 3118288 60002
bench-node8 write 16k 32 59150 3696 8648.808621 3553488 60075
bench-node8 write 16k 64 60518 3782 16911.316577 3633568 60041
bench-node8 write 16k 128 56971 3560 35930.064892 3420096 60032
bench-node8 write 4k 1 21138 5284 184.938019 1268320 60001
bench-node8 write 4k 2 34104 8526 230.024290 2046304 60001
bench-node8 write 4k 4 42157 10539 375.121439 2531116 60039
bench-node8 write 4k 8 45844 11461 694.698219 2755228 60100
bench-node8 write 4k 16 55818 13954 1143.333320 3349272 60003
bench-node8 write 4k 32 55213 13803 2314.891237 3313012 60004
bench-node8 write 4k 64 54225 13556 4716.632782 3254048 60010
bench-node8 write 4k 128 60508 15127 8455.895256 3631284 60013
bench-node8 write 2k 1 9987 4993 195.981009 599234 60001
bench-node8 write 2k 2 18264 9132 214.589880 1095888 60001
bench-node8 write 2k 4 30768 15384 255.561140 1846158 60002
bench-node8 write 2k 8 43190 21595 367.906391 2592274 60020
bench-node8 write 2k 16 49601 24800 642.574829 2976160 60002
bench-node8 write 2k 32 52731 26365 1211.014443 3164532 60012
bench-node8 write 2k 64 54866 27433 2330.174176 3292292 60005
bench-node8 write 2k 128 51780 25890 4940.285618 3107446 60012
bench-node8 write 1k 1 5030 5030 194.603090 301839 60001
bench-node8 write 1k 2 9208 9208 212.840934 552501 60001
bench-node8 write 1k 4 18203 18203 215.806048 1092220 60001
bench-node8 write 1k 8 30509 30509 259.919932 1830588 60001
bench-node8 write 1k 16 33737 33737 471.950018 2024272 60001
bench-node8 write 1k 32 35855 35855 890.212448 2151430 60003
bench-node8 write 1k 64 36134 36134 1768.778637 2168239 60005
bench-node8 write 1k 128 37489 37489 3411.350782 2249876 60014
