Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node4 randread 1k 16 5940 5940 2688.694937 356457 60004
bench-node4 randread 1k 32 10500 10500 3042.522153 630352 60029
bench-node4 randread 1k 64 11491 11491 5564.593560 689583 60010
bench-node4 randread 1k 128 11318 11318 11300.632641 679265 60016
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node5 randread 8192k 1 206925 25 39566.376563 10485760 50674
bench-node5 randread 8192k 2 479042 58 34082.189844 10485760 21889
bench-node5 randread 8192k 4 819968 100 39309.939062 10485760 12788
bench-node5 randread 8192k 8 998168 121 63795.371875 10485760 10505
bench-node5 randread 8192k 16 1075242 131 118976.886719 10485760 9752
bench-node5 randread 8192k 32 1104578 134 226630.811719 10485760 9493
bench-node5 randread 8192k 64 1102951 134 445756.412500 10485760 9507
bench-node5 randread 8192k 128 1060989 129 915917.293750 10485760 9883
bench-node5 randread 4096k 1 120318 29 34027.234827 7221248 60018
bench-node5 randread 4096k 2 294750 71 27130.119922 10485760 35575
bench-node5 randread 4096k 4 580349 141 26883.829297 10485760 18068
bench-node5 randread 4096k 8 948508 231 32758.198438 10485760 11055
bench-node5 randread 4096k 16 1063788 259 58656.001172 10485760 9857
bench-node5 randread 4096k 32 1074690 262 114147.520703 10485760 9757
bench-node5 randread 4096k 64 1081786 264 225250.925391 10485760 9693
bench-node5 randread 4096k 128 1029731 251 463322.861719 10485760 10183
bench-node5 randread 2048k 1 72446 35 28256.406835 4374528 60383
bench-node5 randread 2048k 2 163820 79 24987.317292 9830400 60007
bench-node5 randread 2048k 4 315712 154 24854.399219 10485760 33213
bench-node5 randread 2048k 8 540057 263 26862.129102 10485760 19416
bench-node5 randread 2048k 16 940258 459 31148.029297 10485760 11152
bench-node5 randread 2048k 32 958041 467 61245.598437 10485760 10945
bench-node5 randread 2048k 64 1005442 490 119230.377344 10485760 10429
bench-node5 randread 2048k 128 1001888 489 234087.798828 10485760 10466
bench-node5 randread 1024k 1 45094 44 22695.328932 2714624 60198
bench-node5 randread 1024k 2 93537 91 21881.798942 5612544 60003
bench-node5 randread 1024k 4 299063 292 13585.941211 10485760 35062
bench-node5 randread 1024k 8 835452 815 9618.949219 10485760 12551
bench-node5 randread 1024k 16 1025301 1001 15790.467676 10485760 10227
bench-node5 randread 1024k 32 1020313 996 31979.496484 10485760 10277
bench-node5 randread 1024k 64 1002271 978 63457.916895 10485760 10462
bench-node5 randread 1024k 128 1009994 986 123312.294824 10485760 10382
bench-node5 randread 512k 1 63083 123 8104.045989 3785216 60003
bench-node5 randread 512k 2 138224 269 7395.984690 8293888 60003
bench-node5 randread 512k 4 289086 564 7025.661426 10485760 36272
bench-node5 randread 512k 8 539196 1053 7441.159277 10485760 19447
bench-node5 randread 512k 16 1078338 2106 7442.589063 10485760 9724
bench-node5 randread 512k 32 1107611 2163 14689.596924 10485760 9467
bench-node5 randread 512k 64 1076566 2102 30290.026611 10485760 9740
bench-node5 randread 512k 128 1080115 2109 59994.946045 10485760 9708
bench-node5 randread 256k 1 44203 172 5779.226716 2652416 60005
bench-node5 randread 256k 2 91001 355 5614.060619 5460480 60004
bench-node5 randread 256k 4 193442 755 5245.676636 10485760 54206
bench-node5 randread 256k 8 376792 1471 5335.613623 10485760 27829
bench-node5 randread 256k 16 701341 2739 5740.851587 10485760 14951
bench-node5 randread 256k 32 848568 3314 9578.394507 10485760 12357
bench-node5 randread 256k 64 839263 3278 19437.786182 10485760 12494
bench-node5 randread 256k 128 839465 3279 38817.765820 10485760 12491
bench-node5 randread 128k 1 25041 195 5099.406423 1502592 60005
bench-node5 randread 128k 2 52919 413 4825.097956 3175296 60002
bench-node5 randread 128k 4 115924 905 4404.752553 6956416 60008
bench-node5 randread 128k 8 240245 1876 4202.872180 10485760 43646
bench-node5 randread 128k 16 521861 4077 3833.675317 10485760 20093
bench-node5 randread 128k 32 768018 6000 5213.690796 10485760 13653
bench-node5 randread 128k 64 834986 6523 9691.999182 10485760 12558
bench-node5 randread 128k 128 835252 6525 19494.942871 10485760 12554
bench-node5 randread 64k 1 13201 206 4835.916135 792128 60002
bench-node5 randread 64k 2 28292 442 4512.124331 1697664 60004
bench-node5 randread 64k 4 59709 932 4276.002108 3582784 60004
bench-node5 randread 64k 8 133482 2085 3826.488262 8009600 60005
bench-node5 randread 64k 16 331607 5181 3002.981030 10485760 31621
bench-node5 randread 64k 32 518583 8102 3838.897388 10485760 20220
bench-node5 randread 64k 64 567534 8867 7064.773529 10485760 18476
bench-node5 randread 64k 128 568457 8882 14273.820245 10485760 18446
bench-node5 randread 32k 1 7146 223 4465.935294 428768 60001
bench-node5 randread 32k 2 14919 466 4277.809294 895200 60003
bench-node5 randread 32k 4 30237 944 4221.799178 1814464 60007
bench-node5 randread 32k 8 59641 1863 4283.154585 3578720 60004
bench-node5 randread 32k 16 134712 4209 3785.381383 8110112 60203
bench-node5 randread 32k 32 228114 7128 4019.992950 10485760 45967
bench-node5 randread 32k 64 299131 9347 5996.038538 10485760 35054
bench-node5 randread 32k 128 314208 9819 11927.530588 10485760 33372
bench-node5 randread 16k 1 1724 107 9268.715412 103504 60037
bench-node5 randread 16k 2 3203 200 9975.422616 192288 60017
bench-node5 randread 16k 4 6586 411 9704.416970 395232 60004
bench-node5 randread 16k 8 12460 778 10239.186550 749696 60166
bench-node5 randread 16k 16 22471 1404 11332.888539 1356672 60373
bench-node5 randread 16k 32 55158 3447 9255.622513 3319552 60182
bench-node5 randread 16k 64 171001 10687 5775.519545 10329344 60405
bench-node5 randread 16k 128 180549 11284 10987.622293 10485760 58077
bench-node5 randread 4k 1 923 230 4318.545041 55416 60001
bench-node5 randread 4k 2 1929 482 4132.776569 115812 60007
bench-node5 randread 4k 4 3890 972 4100.774310 233488 60008
bench-node5 randread 4k 8 6850 1712 4661.895502 411072 60005
bench-node5 randread 4k 16 10894 2723 5864.173059 653952 60028
bench-node5 randread 4k 32 31769 7942 4024.528185 1906356 60006
bench-node5 randread 4k 64 48847 12211 5236.512859 2931220 60007
bench-node5 randread 4k 128 49140 12285 10381.303202 2958580 60207
bench-node5 randread 2k 1 266 133 7488.106083 16044 60169
bench-node5 randread 2k 2 498 249 8004.920395 29948 60051
bench-node5 randread 2k 4 926 463 8621.082834 55726 60175
bench-node5 randread 2k 8 1859 929 8577.406210 111878 60167
bench-node5 randread 2k 16 3613 1806 8802.251510 218218 60393
bench-node5 randread 2k 32 8648 4324 7359.796258 522140 60370
bench-node5 randread 2k 64 19962 9981 6394.390961 1201802 60202
bench-node5 randread 2k 128 22808 11404 11159.199265 1376482 60349
bench-node5 randread 1k 1 156 156 6359.726954 9416 60004
bench-node5 randread 1k 2 480 480 4152.861402 28810 60003
bench-node5 randread 1k 4 1030 1030 3870.679460 61830 60005
bench-node5 randread 1k 8 1863 1863 4283.560844 111835 60011
bench-node5 randread 1k 16 3694 3694 4324.117403 221672 60007
bench-node5 randread 1k 32 10586 10586 3019.168733 635230 60005
bench-node5 randread 1k 64 12255 12255 5217.825846 735429 60007
bench-node5 randread 1k 128 12267 12267 10426.233392 736288 60020
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node6 randread 8192k 1 318106 38 25730.755469 10485760 32963
bench-node6 randread 8192k 2 583839 71 27627.931250 10485760 17960
bench-node6 randread 8192k 4 1033690 126 31473.787500 10485760 10144
bench-node6 randread 8192k 8 1004864 122 64007.585938 10485760 10435
bench-node6 randread 8192k 16 1089203 132 117694.944531 10485760 9627
bench-node6 randread 8192k 32 1087734 132 230142.260937 10485760 9640
bench-node6 randread 8192k 64 1088298 132 450160.016406 10485760 9635
bench-node6 randread 8192k 128 1084920 132 894320.207031 10485760 9665
bench-node6 randread 4096k 1 150229 36 27249.181281 9015296 60010
bench-node6 randread 4096k 2 282307 68 28982.454297 10485760 37143
bench-node6 randread 4096k 4 470129 114 33923.504687 10485760 22304
bench-node6 randread 4096k 8 657208 160 48319.173438 10485760 15955
bench-node6 randread 4096k 16 1016751 248 62616.224609 10485760 10313
bench-node6 randread 4096k 32 1069320 261 116744.688672 10485760 9806
bench-node6 randread 4096k 64 1074911 262 230711.137891 10485760 9755
bench-node6 randread 4096k 128 1078892 263 446810.125391 10485760 9719
bench-node6 randread 2048k 1 129154 63 15844.295983 7749632 60003
bench-node6 randread 2048k 2 244423 119 16507.925000 10485760 42900
bench-node6 randread 2048k 4 462233 225 17286.358203 10485760 22685
bench-node6 randread 2048k 8 872359 425 18144.286133 10485760 12020
bench-node6 randread 2048k 16 1058953 517 30473.601367 10485760 9902
bench-node6 randread 2048k 32 1056074 515 60888.735938 10485760 9929
bench-node6 randread 2048k 64 1051204 513 118477.390820 10485760 9975
bench-node6 randread 2048k 128 1049625 512 229409.778125 10485760 9990
bench-node6 randread 1024k 1 98091 95 10427.041928 5885952 60005
bench-node6 randread 1024k 2 208356 203 9766.388184 10485760 50326
bench-node6 randread 1024k 4 364367 355 11003.391699 10485760 28778
bench-node6 randread 1024k 8 723505 706 11047.476758 10485760 14493
bench-node6 randread 1024k 16 969288 946 16293.140527 10485760 10818
bench-node6 randread 1024k 32 1035323 1011 31249.418945 10485760 10128
bench-node6 randread 1024k 64 1016062 992 62229.889941 10485760 10320
bench-node6 randread 1024k 128 1016062 992 122011.105176 10485760 10320
bench-node6 randread 512k 1 62212 121 8217.774654 3732992 60004
bench-node6 randread 512k 2 134764 263 7585.865139 8086528 60005
bench-node6 randread 512k 4 268528 524 7533.334814 10485760 39049
bench-node6 randread 512k 8 603809 1179 6671.430762 10485760 17366
bench-node6 randread 512k 16 1061526 2073 7601.557129 10485760 9878
bench-node6 randread 512k 32 1119555 2186 14521.552100 10485760 9366
bench-node6 randread 512k 64 1112547 2172 29271.835303 10485760 9425
bench-node6 randread 512k 128 1114676 2177 57975.609326 10485760 9407
bench-node6 randread 256k 1 39763 155 6425.745494 2385920 60003
bench-node6 randread 256k 2 87614 342 5831.387661 5257216 60004
bench-node6 randread 256k 4 192229 750 5241.854468 10485760 54548
bench-node6 randread 256k 8 450051 1758 4473.002393 10485760 23299
bench-node6 randread 256k 16 781353 3052 5131.239111 10485760 13420
bench-node6 randread 256k 32 898214 3508 9035.078687 10485760 11674
bench-node6 randread 256k 64 862315 3368 18878.314136 10485760 12160
bench-node6 randread 256k 128 880638 3439 37013.501172 10485760 11907
bench-node6 randread 128k 1 23511 183 5431.930230 1410816 60005
bench-node6 randread 128k 2 51402 401 4968.360516 3084288 60003
bench-node6 randread 128k 4 118343 924 4315.695568 7101056 60004
bench-node6 randread 128k 8 267057 2086 3759.488538 10485760 39264
bench-node6 randread 128k 16 595544 4652 3339.369714 10485760 17607
bench-node6 randread 128k 32 782402 6112 5067.831885 10485760 13402
bench-node6 randread 128k 64 835185 6524 9677.821924 10485760 12555
bench-node6 randread 128k 128 832137 6501 19510.280518 10485760 12601
bench-node6 randread 64k 1 13672 213 4668.492745 820352 60002
bench-node6 randread 64k 2 27775 433 4596.200530 1666624 60004
bench-node6 randread 64k 4 62657 979 4075.252311 3759680 60004
bench-node6 randread 64k 8 161878 2529 3155.621510 9713216 60003
bench-node6 randread 64k 16 342896 5357 2856.066730 10485760 30580
bench-node6 randread 64k 32 523921 8186 3750.858490 10485760 20014
bench-node6 randread 64k 64 550202 8596 7284.598517 10485760 19058
bench-node6 randread 64k 128 549654 8588 14715.068939 10485760 19077
bench-node6 randread 32k 1 7555 236 4222.759794 453344 60002
bench-node6 randread 32k 2 15212 475 4194.777388 912800 60003
bench-node6 randread 32k 4 33449 1045 3816.328194 2007200 60006
bench-node6 randread 32k 8 78730 2460 3242.711676 4724128 60004
bench-node6 randread 32k 16 174683 5458 2781.892930 10481376 60002
bench-node6 randread 32k 32 300563 9392 3178.167661 10485760 34887
bench-node6 randread 32k 64 325493 10171 6125.095523 10485760 32215
bench-node6 randread 32k 128 325008 10156 12363.110303 10485760 32263
bench-node6 randread 16k 1 3503 218 4553.866504 210224 60001
bench-node6 randread 16k 2 8068 504 3954.007238 484128 60004
bench-node6 randread 16k 4 17054 1065 3742.880525 1023280 60002
bench-node6 randread 16k 8 42805 2675 2981.510587 2568528 60004
bench-node6 randread 16k 16 100399 6274 2544.770474 6024384 60004
bench-node6 randread 16k 32 173451 10840 2919.025701 10407616 60003
bench-node6 randread 16k 64 179412 11213 5564.196962 10485760 58445
bench-node6 randread 16k 128 178320 11145 11220.860785 10485760 58803
bench-node6 randread 4k 1 892 223 4468.002539 53564 60004
bench-node6 randread 4k 2 1983 495 4021.552795 118988 60003
bench-node6 randread 4k 4 4193 1048 3805.193161 251624 60003
bench-node6 randread 4k 8 10619 2654 3005.197022 637188 60004
bench-node6 randread 4k 16 24325 6081 2625.912509 1459620 60003
bench-node6 randread 4k 32 43373 10843 2947.340666 2602668 60006
bench-node6 randread 4k 64 47369 11842 5399.644635 2842568 60008
bench-node6 randread 4k 128 47901 11975 10677.474033 2875792 60035
bench-node6 randread 2k 1 351 175 5679.867268 21080 60002
bench-node6 randread 2k 2 955 477 4172.523697 57350 60003
bench-node6 randread 2k 4 1955 977 4081.837266 117308 60003
bench-node6 randread 2k 8 5304 2652 3008.322227 318304 60006
bench-node6 randread 2k 16 12758 6379 2503.559212 765588 60004
bench-node6 randread 2k 32 20866 10433 3063.422136 1252084 60004
bench-node6 randread 2k 64 22279 11139 5740.421851 1336980 60009
bench-node6 randread 2k 128 22366 11183 11435.396280 1342542 60026
bench-node6 randread 1k 1 208 208 4792.717661 12485 60003
bench-node6 randread 1k 2 495 495 4022.437548 29743 60003
bench-node6 randread 1k 4 1041 1041 3828.749844 62521 60005
bench-node6 randread 1k 8 2583 2583 3088.167211 155008 60005
bench-node6 randread 1k 16 5359 5359 2979.455248 321603 60004
bench-node6 randread 1k 32 10668 10668 2995.827985 640161 60005
bench-node6 randread 1k 64 11383 11383 5617.325878 683129 60009
bench-node6 randread 1k 128 11417 11417 11201.235845 685371 60027
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node7 randread 8192k 1 342918 41 23866.845312 10485760 30578
bench-node7 randread 8192k 2 577791 70 27644.326562 10485760 18148
bench-node7 randread 8192k 4 965450 117 32972.458594 10485760 10861
bench-node7 randread 8192k 8 958391 116 67473.415625 10485760 10941
bench-node7 randread 8192k 16 1142239 139 111890.231250 10485760 9180
bench-node7 randread 8192k 32 1092380 133 227828.535156 10485760 9599
bench-node7 randread 8192k 64 1074580 131 451777.010937 10485760 9758
bench-node7 randread 8192k 128 1075352 131 910236.021875 10485760 9751
bench-node7 randread 4096k 1 160118 39 25565.723785 9609216 60013
bench-node7 randread 4096k 2 278306 67 28768.286719 10485760 37677
bench-node7 randread 4096k 4 468239 114 34307.262109 10485760 22394
bench-node7 randread 4096k 8 645476 157 48908.970313 10485760 16245
bench-node7 randread 4096k 16 1039222 253 61694.585938 10485760 10090
bench-node7 randread 4096k 32 1052153 256 119912.966797 10485760 9966
bench-node7 randread 4096k 64 1059060 258 228540.025781 10485760 9901
bench-node7 randread 4096k 128 1074140 262 456869.866797 10485760 9762
bench-node7 randread 2048k 1 135047 65 15152.513520 8103936 60008
bench-node7 randread 2048k 2 249488 121 16130.464844 10485760 42029
bench-node7 randread 2048k 4 458353 223 17636.048828 10485760 22877
bench-node7 randread 2048k 8 870765 425 18452.369336 10485760 12042
bench-node7 randread 2048k 16 1078338 526 29975.084570 10485760 9724
bench-node7 randread 2048k 32 1063356 519 60702.875781 10485760 9861
bench-node7 randread 2048k 64 1070521 522 116474.681641 10485760 9795
bench-node7 randread 2048k 128 1042529 509 233071.517969 10485760 10058
bench-node7 randread 1024k 1 99952 97 10232.495475 5997568 60004
bench-node7 randread 1024k 2 213168 208 9474.216016 10485760 49190
bench-node7 randread 1024k 4 365841 357 10974.773730 10485760 28662
bench-node7 randread 1024k 8 678777 662 11870.657422 10485760 15448
bench-node7 randread 1024k 16 952558 930 16903.101660 10485760 11008
bench-node7 randread 1024k 32 1003325 979 32380.363672 10485760 10451
bench-node7 randread 1024k 64 1018925 995 61948.672070 10485760 10291
bench-node7 randread 1024k 128 989782 966 124305.593555 10485760 10594
bench-node7 randread 512k 1 63139 123 8096.835135 3788800 60007
bench-node7 randread 512k 2 137106 267 7456.457680 8226816 60003
bench-node7 randread 512k 4 263580 514 7653.066260 10485760 39782
bench-node7 randread 512k 8 505996 988 7938.572607 10485760 20723
bench-node7 randread 512k 16 1048471 2047 7687.349512 10485760 10001
bench-node7 randread 512k 32 1117527 2182 14538.410742 10485760 9383
bench-node7 randread 512k 64 1065734 2081 30550.278760 10485760 9839
bench-node7 randread 512k 128 1115269 2178 58099.053760 10485760 9402
bench-node7 randread 256k 1 39320 153 6498.170139 2359296 60001
bench-node7 randread 256k 2 87620 342 5830.863813 5257728 60006
bench-node7 randread 256k 4 187470 732 5387.339697 10485760 55933
bench-node7 randread 256k 8 375954 1468 5319.346680 10485760 27891
bench-node7 randread 256k 16 725356 2833 5563.670435 10485760 14456
bench-node7 randread 256k 32 845012 3300 9618.799097 10485760 12409
bench-node7 randread 256k 64 827670 3233 19688.222803 10485760 12669
bench-node7 randread 256k 128 812345 3173 39233.471558 10485760 12908
bench-node7 randread 128k 1 22985 179 5556.187100 1379200 60002
bench-node7 randread 128k 2 51034 398 5003.883929 3062400 60007
bench-node7 randread 128k 4 112167 876 4552.946254 6730368 60003
bench-node7 randread 128k 8 237476 1855 4225.937878 10485760 44155
bench-node7 randread 128k 16 493261 3853 4029.126611 10485760 21258
bench-node7 randread 128k 32 750161 5860 5301.371814 10485760 13978
bench-node7 randread 128k 64 823963 6437 9854.670203 10485760 12726
bench-node7 randread 128k 128 814111 6360 19976.300903 10485760 12880
bench-node7 randread 64k 1 13450 210 4746.057569 807104 60006
bench-node7 randread 64k 2 27276 426 4680.526336 1636672 60003
bench-node7 randread 64k 4 59605 931 4283.377107 3576704 60006
bench-node7 randread 64k 8 131446 2053 3885.800927 7887424 60005
bench-node7 randread 64k 16 291206 4550 3369.250867 10485760 36008
bench-node7 randread 64k 32 482969 7546 4060.960101 10485760 21711
bench-node7 randread 64k 64 555419 8678 7256.442383 10485760 18879
bench-node7 randread 64k 128 545650 8525 14856.651288 10485760 19217
bench-node7 randread 32k 1 7382 230 4322.522034 442944 60001
bench-node7 randread 32k 2 14907 465 4281.157300 894496 60004
bench-node7 randread 32k 4 32456 1014 3932.699760 1947456 60002
bench-node7 randread 32k 8 70386 2199 3627.943357 4223520 60005
bench-node7 randread 32k 16 170458 5326 2993.345658 10228192 60004
bench-node7 randread 32k 32 270300 8446 3550.595050 10485760 38793
bench-node7 randread 32k 64 323145 10098 6191.000128 10485760 32449
bench-node7 randread 32k 128 320283 10008 12590.461575 10485760 32739
bench-node7 randread 16k 1 3754 234 4249.479045 225248 60002
bench-node7 randread 16k 2 7749 484 4116.958537 464992 60001
bench-node7 randread 16k 4 17212 1075 3707.365831 1032784 60001
bench-node7 randread 16k 8 37869 2366 3370.966084 2272416 60006
bench-node7 randread 16k 16 86478 5404 2955.020553 5189392 60008
bench-node7 randread 16k 32 164505 10281 3108.671633 9870800 60003
bench-node7 randread 16k 64 177112 11069 5585.293587 10485760 59204
bench-node7 randread 16k 128 178186 11136 11277.594662 10485760 58847
bench-node7 randread 4k 1 952 238 4185.612371 57168 60002
bench-node7 randread 4k 2 1933 483 4124.993381 116024 60003
bench-node7 randread 4k 4 4187 1046 3809.955633 251268 60003
bench-node7 randread 4k 8 9325 2331 3422.625733 559568 60003
bench-node7 randread 4k 16 21549 5387 2964.936376 1293092 60005
bench-node7 randread 4k 32 40207 10051 3179.763286 2412636 60004
bench-node7 randread 4k 64 46939 11734 5447.812043 2817616 60026
bench-node7 randread 4k 128 48028 12007 10652.100402 2882772 60022
bench-node7 randread 2k 1 408 204 4888.545172 24484 60004
bench-node7 randread 2k 2 948 474 4206.212970 56900 60008
bench-node7 randread 2k 4 2020 1010 3947.763520 121262 60006
bench-node7 randread 2k 8 4591 2295 3475.437532 275532 60004
bench-node7 randread 2k 16 10220 5110 3125.546735 613284 60006
bench-node7 randread 2k 32 20896 10448 3059.046880 1253972 60009
bench-node7 randread 2k 64 22890 11445 5587.103810 1373698 60011
bench-node7 randread 2k 128 22935 11467 11150.212184 1376916 60035
bench-node7 randread 1k 1 231 231 4305.015184 13896 60004
bench-node7 randread 1k 2 498 498 3999.315795 29915 60003
bench-node7 randread 1k 4 1041 1041 3823.527544 62628 60130
bench-node7 randread 1k 8 2344 2344 3404.076615 140651 60004
bench-node7 randread 1k 16 4549 4549 3510.075859 273019 60006
bench-node7 randread 1k 32 10498 10498 3044.464292 629959 60004
bench-node7 randread 1k 64 11541 11541 5540.019257 692688 60015
bench-node7 randread 1k 128 11602 11602 11024.074188 696350 60015
Hostname Pattern Block_size Threads Bandwidth_KB/s IOPS Latency_mean Total_I/O_KB Rununtime_ms 
bench-node8 randread 8192k 1 219836 26 37240.746094 10485760 47698
bench-node8 randread 8192k 2 462070 56 34934.239844 10485760 22693
bench-node8 randread 8192k 4 802768 97 39825.520312 10485760 13062
bench-node8 randread 8192k 8 980894 119 65394.434375 10485760 10690
bench-node8 randread 8192k 16 1087283 132 115475.169531 10485760 9644
bench-node8 randread 8192k 32 1068231 130 231566.295313 10485760 9816
bench-node8 randread 8192k 64 1036756 126 455910.037500 10485760 10114
bench-node8 randread 8192k 128 1062064 129 885379.635156 10485760 9873
bench-node8 randread 4096k 1 116082 28 35269.292181 6967296 60020
bench-node8 randread 4096k 2 275513 67 29057.251953 10485760 38059
bench-node8 randread 4096k 4 575413 140 28128.208984 10485760 18223
bench-node8 randread 4096k 8 853055 208 35509.342578 10485760 12292
bench-node8 randread 4096k 16 1028116 251 60037.844531 10485760 10199
bench-node8 randread 4096k 32 1047528 255 116072.012109 10485760 10010
bench-node8 randread 4096k 64 1100982 268 220922.143750 10485760 9524
bench-node8 randread 4096k 128 1078005 263 446179.394531 10485760 9727
bench-node8 randread 2048k 1 64746 31 31618.154454 3885056 60004
bench-node8 randread 2048k 2 147058 71 27836.569042 8824832 60009
bench-node8 randread 2048k 4 287548 140 26627.559570 10485760 36466
bench-node8 randread 2048k 8 580735 283 26264.264648 10485760 18056
bench-node8 randread 2048k 16 904568 441 30521.626953 10485760 11592
bench-node8 randread 2048k 32 997314 486 61279.066602 10485760 10514
bench-node8 randread 2048k 64 970274 473 119536.507227 10485760 10807
bench-node8 randread 2048k 128 1037372 506 230844.486133 10485760 10108
bench-node8 randread 1024k 1 47905 46 21363.218383 2874368 60001
bench-node8 randread 1024k 2 91412 89 22366.921945 5496832 60132
bench-node8 randread 1024k 4 363609 355 10905.385645 10485760 28838
bench-node8 randread 1024k 8 824741 805 9794.330176 10485760 12714
bench-node8 randread 1024k 16 1023800 999 15797.451563 10485760 10242
bench-node8 randread 1024k 32 1006407 982 32384.898438 10485760 10419
bench-node8 randread 1024k 64 1027310 1003 61463.611133 10485760 10207
bench-node8 randread 1024k 128 1027814 1003 118847.172070 10485760 10202
bench-node8 randread 512k 1 61719 120 8283.642610 3703296 60002
bench-node8 randread 512k 2 135069 263 7568.823942 8104960 60006
bench-node8 randread 512k 4 285606 557 7042.686084 10485760 36714
bench-node8 randread 512k 8 589186 1150 6836.812939 10485760 17797
bench-node8 randread 512k 16 1066818 2083 7564.498340 10485760 9829
bench-node8 randread 512k 32 1107494 2163 14672.827979 10485760 9468
bench-node8 randread 512k 64 1117765 2183 29164.686426 10485760 9381
bench-node8 randread 512k 128 1127258 2201 57473.037451 10485760 9302
bench-node8 randread 256k 1 43462 169 5877.539315 2607872 60003
bench-node8 randread 256k 2 88877 347 5748.230884 5333248 60007
bench-node8 randread 256k 4 199341 778 5083.624854 10485760 52602
bench-node8 randread 256k 8 436452 1704 4616.504053 10485760 24025
bench-node8 randread 256k 16 750000 2929 5350.006616 10485760 13981
bench-node8 randread 256k 32 889981 3476 9101.264526 10485760 11782
bench-node8 randread 256k 64 873740 3413 18649.071826 10485760 12001
bench-node8 randread 256k 128 868457 3392 37532.982568 10485760 12074
bench-node8 randread 128k 1 25113 196 5084.418755 1506944 60005
bench-node8 randread 128k 2 52972 413 4820.319708 3178496 60003
bench-node8 randread 128k 4 122701 958 4162.126619 7362432 60003
bench-node8 randread 128k 8 270593 2114 3733.842834 10485760 38751
bench-node8 randread 128k 16 575129 4493 3461.254407 10485760 18232
bench-node8 randread 128k 32 784744 6130 5067.966516 10485760 13362
bench-node8 randread 128k 64 826170 6454 9789.396497 10485760 12692
bench-node8 randread 128k 128 822154 6423 19779.619873 10485760 12754
bench-node8 randread 64k 1 13374 208 4772.468139 802496 60001
bench-node8 randread 64k 2 28575 446 4467.112948 1714624 60003
bench-node8 randread 64k 4 61766 965 4134.010499 3706240 60004
bench-node8 randread 64k 8 138658 2166 3682.737195 8320320 60006
bench-node8 randread 64k 16 345676 5401 2861.321289 10485760 30334
bench-node8 randread 64k 32 521394 8146 3719.827588 10485760 20111
bench-node8 randread 64k 64 553542 8649 7234.349280 10485760 18943
bench-node8 randread 64k 128 547273 8551 14808.345227 10485760 19160
bench-node8 randread 32k 1 7211 225 4423.783982 432704 60001
bench-node8 randread 32k 2 15005 468 4252.621530 900384 60004
bench-node8 randread 32k 4 31862 995 4006.878573 1911936 60005
bench-node8 randread 32k 8 61207 1912 4173.188802 3672672 60004
bench-node8 randread 32k 16 157615 4925 3237.373985 9484192 60173
bench-node8 randread 32k 32 270195 8443 3538.304419 10485760 38808
bench-node8 randread 32k 64 299191 9349 6128.752841 10485760 35047
bench-node8 randread 32k 128 308341 9635 12456.804849 10485760 34007
bench-node8 randread 16k 1 1919 119 8322.886774 115168 60001
bench-node8 randread 16k 2 3517 219 9085.145857 211056 60004
bench-node8 randread 16k 4 6449 403 9896.482835 388240 60196
bench-node8 randread 16k 8 13719 857 9296.072081 826176 60217
bench-node8 randread 16k 16 23754 1484 10713.542093 1435120 60415
bench-node8 randread 16k 32 61825 3864 8234.912437 3733280 60384
bench-node8 randread 16k 64 173371 10835 5665.024909 10421872 60113
bench-node8 randread 16k 128 174752 10922 11384.397262 10485504 60002
bench-node8 randread 4k 1 967 241 4121.874604 58056 60003
bench-node8 randread 4k 2 1954 488 4081.172698 117268 60002
bench-node8 randread 4k 4 4120 1030 3872.333021 247276 60005
bench-node8 randread 4k 8 7479 1869 4268.404672 448936 60024
bench-node8 randread 4k 16 11556 2889 5529.011662 693540 60015
bench-node8 randread 4k 32 30302 7575 4219.412367 1818256 60004
bench-node8 randread 4k 64 48049 12012 5322.824327 2883612 60013
bench-node8 randread 4k 128 46205 11551 11001.571407 2791832 60422
bench-node8 randread 2k 1 295 147 6761.710298 17770 60192
bench-node8 randread 2k 2 487 243 8186.074862 29334 60228
bench-node8 randread 2k 4 857 428 9291.093560 51646 60219
bench-node8 randread 2k 8 1977 988 8076.600802 118728 60038
bench-node8 randread 2k 16 3880 1940 8225.065000 233294 60118
bench-node8 randread 2k 32 9610 4805 6640.744828 578512 60198
bench-node8 randread 2k 64 20530 10265 6214.554455 1235468 60176
bench-node8 randread 2k 128 21087 10543 12064.921912 1273328 60384
bench-node8 randread 1k 1 129 129 7696.534567 7782 60003
bench-node8 randread 1k 2 482 482 4134.933094 28936 60004
bench-node8 randread 1k 4 1077 1077 3703.744058 64628 60004
bench-node8 randread 1k 8 1991 1991 4007.174247 119526 60006
bench-node8 randread 1k 16 4026 4026 3967.840614 241615 60007
bench-node8 randread 1k 32 9932 9932 3218.149425 595978 60005
bench-node8 randread 1k 64 11718 11718 5456.644428 703235 60009
bench-node8 randread 1k 128 11299 11299 11319.125958 678177 60016
